name,type,region,n_total,prop_female,merged_variants
basamthee,first,East,56839.0,0.9961646052886223,
svethaa,first,East,56542.0,0.9876905663046939,
sarasbathee,first,East,56349.0,0.998207599070081,
babaloo,first,East,55642.0,0.009579094928291579,
lakhan,first,East,55386.0,0.00864839490123858,
prabhaavathee,first,East,55207.0,0.9977357943739018,
sooniyaa,first,East,54948.0,0.9874972701463202,
dheeraj,first,East,54605.0,0.015218386594634191,
aamjalee,first,East,54222.0,0.988786839290325,
harendr,first,East,53950.0,0.007432808155699722,
ranajeeth,first,East,53731.0,0.009622005918371146,
mamgal,first,East,53502.0,0.019046016971328173,
saabithree,first,East,53268.0,0.9960388976496208,
rasmithaa,first,East,53158.0,0.9984198051092968,
naagendr,first,East,52762.0,0.007732838027368182,
amarajeeth,first,East,52754.0,0.01745839178071805,
lakshmeepriaa,first,East,52682.0,0.9992407273831669,
raamachandr,first,East,52604.0,0.005588928598585659,
chamdaa,first,East,52592.0,0.9791793428658351,
maneeshaa,first,East,52505.0,0.9852395009999048,
vivek,first,East,52202.0,0.009980460518754071,
vipin,first,East,51656.0,0.010608641784110268,
minaa,first,East,51647.0,0.9897186671055433,
haseenaa,first,East,51333.0,0.9949545126916408,
raamadev,first,East,51332.0,0.006798877892932284,
premalathaa,first,East,50975.0,0.9971358509073075,
rehaanaa,first,East,50653.0,0.9934258582907232,
beenaa,first,East,50123.0,0.9862737665343255,
aanand,first,East,49870.0,0.0195909364347303,
sreemathee,first,East,49725.0,0.9949723479135244,
aneel,first,East,49714.0,0.011706963833125477,
rajiyaa,first,East,49514.0,0.994102678030456,
budhanee,first,East,49070.0,0.9919298960668432,
devanthee,first,East,48836.0,0.9966008682119748,
kedaar,first,East,48802.0,0.026843162165485022,
umilaa,first,East,48614.0,0.9989303492820998,
rubee,first,East,48379.0,0.9905950929122139,
salamaa,first,East,48360.0,0.9942100909842845,
soudaamini,first,East,48171.0,0.9994394967926761,
amrithaa,first,East,48143.0,0.9853976694431174,
neethu,first,East,47735.0,0.9893998114590971,
leelaavathee,first,East,47678.0,0.996916816980578,
bhagabathee,first,East,47674.0,0.9959097201829089,
dharmandr,first,East,47667.0,0.007237711624394235,
resamaa,first,East,47495.0,0.9944204653121381,
rinaa,first,East,47345.0,0.9963248495089239,
minathee,first,East,47070.0,0.9963671128107074,
suremdr,first,East,47057.0,0.00758654397857917,
goovind,first,East,46857.0,0.00787502400921954,
avinaas,first,East,46693.0,0.009723084830702675,
aamjoo,first,East,46645.0,0.9930539178904492,
prabhu,first,East,46086.0,0.014646530399687541,
upemdr,first,East,45998.0,0.00708726466368103,
mithun,first,East,45792.0,0.013255590496156534,
aaseesh,first,East,45389.0,0.009539756328625878,
laalathee,first,East,44590.0,0.998116169544741,
raajakisoor,first,East,44492.0,0.03506248314303695,
dipak,first,East,44429.0,0.01359472416664791,
ramjanaa,first,East,44389.0,0.9892540944828674,
rambhaa,first,East,43981.0,0.996202905800232,
dhanamjay,first,East,43668.0,0.0075341210955390675,
sail,first,East,43406.0,0.9862922176657605,
sivajee,first,East,43250.0,0.013410404624277457,
sakeelaa,first,East,43217.0,0.9927343406529838,
manjjalathaa,first,East,43202.0,0.9988889403268367,
sooshamaa,first,East,43137.0,0.9980990796763799,
manju,first,East,42963.0,0.9872448385820357,
renoo,first,East,42945.0,0.9952031668413086,
chaamdanee,first,East,42581.0,0.9942932293746037,
babalu,first,East,42362.0,0.01100042490911666,
devendr,first,East,42277.0,0.007758355607067673,
sameenaa,first,East,41607.0,0.9943519119378951,
sakumthalaa,first,East,41575.0,0.9972339146121467,
sailendr,first,East,41086.0,0.009394927712602833,
jameelaa,first,East,41052.0,0.9943242716554613,
naval,first,East,40660.0,0.011067388096409248,
sivasamkar,first,East,40646.0,0.0066181174039265855,
nirupamaa,first,East,40038.0,0.9973275388381038,
vakeel,first,East,39928.0,0.01056902424363855,
bheem,first,East,39794.0,0.010277931346434135,
priyaa,first,East,39325.0,0.9767323585505404,
rebathee,first,East,39279.0,0.9851829221721531,
vikram,first,East,39233.0,0.0072897815614406235,
chandaa,first,East,39175.0,0.9773580089342693,
jareenaa,first,East,39126.0,0.9959617645555385,
bhumisoothaa,first,East,39081.0,0.9996161817763107,
namd,first,East,39036.0,0.03489086996618506,
reemaa,first,East,38917.0,0.9948865534342318,
isarath,first,East,38819.0,0.9788505628686983,
resamee,first,East,38746.0,0.9940380942548909,
tunatun,first,East,38685.0,0.03347550730257206,
aalook,first,East,38372.0,0.014593974773272178,
aravimd,first,East,38357.0,0.00948979325807545,
ramjith,first,East,38345.0,0.013821880297300821,
raakhee,first,East,38217.0,0.990004448282178,
rimkri,first,East,37928.0,0.9783009913520354,
nisaamani,first,East,37753.0,0.9853786454056631,
kaamesvar,first,East,37616.0,0.008799447043811144,
julee,first,East,37387.0,0.9931794474015032,
uraprameelaa,first,East,37350.0,0.9990629183400268,
lathaa,first,East,37296.0,0.9958172458172458,
birendr,first,East,37227.0,0.006688693690063663,
raamapraves,first,East,37112.0,0.007221383918948049,
sebathee,first,East,37093.0,0.998975547947052,
chhootelaal,first,East,36678.0,0.00768853263536725,
sikandar,first,East,36325.0,0.010378527185134205,
nibhaa,first,East,36273.0,0.9943759821354726,
nilam,first,East,36245.0,0.9874465443509449,
anuj,first,East,36194.0,0.016715477703486765,
kapil,first,East,36116.0,0.013982722339129472,
jithemdr,first,East,35915.0,0.008018933593206181,
prabhaath,first,East,35807.0,0.020051945150389588,
sourabh,first,East,35788.0,0.010757795909243322,
sakeenaa,first,East,35705.0,0.9946506091583812,
mahaadev,first,East,35658.0,0.0088339222614841,
sahadev,first,East,35558.0,0.006918274368637156,
raamanaath,first,East,35281.0,0.006490745727161929,
najamaa,first,East,35237.0,0.9937281834435394,
sathyanaaraayan,first,East,35083.0,0.006413362597269333,
kanaka,first,East,34992.0,0.9846822130772748,
dukhanee,first,East,34876.0,0.9952116068356462,
urmeelaa,first,East,34824.0,0.9983057661382955,
kaynthi,first,East,34707.0,0.9958797937015588,
muniyaa,first,East,34682.0,0.9920708148319013,
anjjanaa,first,East,34612.0,0.9960418352016641,
lalith,first,East,34524.0,0.048690765844050514,
samyukthaa,first,East,34484.0,0.9978540772532188,
sathyandr,first,East,34415.0,0.007409559784977481,
baalesvar,first,East,34381.0,0.010267298798755126,
silaa,first,East,34351.0,0.987394835667084,
sukhadev,first,East,34348.0,0.006725282403633399,
anjjalee,first,East,34285.0,0.9966457634534053,
noothan,first,East,34259.0,0.9857263784698911,
visaal,first,East,34246.0,0.009490159434678503,
mahaaveer,first,East,34198.0,0.007690508216854787,
raajesvar,first,East,34149.0,0.01355823010922721,
jayaprakaas,first,East,34141.0,0.007058961366099411,
nithees,first,East,34115.0,0.008852410962919537,
kamalee,first,East,34085.0,0.9726272553909344,
subhadraa,first,East,34077.0,0.9957155852921326,
moohamad,first,East,34062.0,0.015148846221595914,
kanakalathaa,first,East,33999.0,0.9982646548427895,
phulakumaaree,first,East,33916.0,0.9966682391791485,
indumathee,first,East,33837.0,0.9995566982888554,
rithaa,first,East,33671.0,0.9963767039885956,
aanamd,first,East,33555.0,0.014692296230070035,
mahesvar,first,East,33506.0,0.01566883543245986,
sathyendr,first,East,33492.0,0.006747880090767945,
sailes,first,East,33469.0,0.015566643759897218,
paabathee,first,East,33432.0,0.997876286192869,
dharmaseelaa,first,East,33331.0,0.9974198193873571,
rithes,first,East,33266.0,0.008958095352612277,
manoohar,first,East,33100.0,0.028821752265861027,
brajes,first,East,33043.0,0.007051417849468874,
sathrudhan,first,East,32848.0,0.007306380905991232,
prathibhaa,first,East,32828.0,0.9922017789691726,
naagesvar,first,East,32717.0,0.012012103799248098,
aasamaa,first,East,32619.0,0.9944510867899077,
paramesvar,first,East,32557.0,0.011610406364222748,
chanjchalaa,first,East,32318.0,0.9979577944179714,
amares,first,East,32261.0,0.0082762468615356,
balaraam,first,East,32227.0,0.006423185527663139,
aasuthoosh,first,East,32074.0,0.008168610089168797,
chamelee,first,East,32006.0,0.9947822283321878,
maanasee,first,East,31914.0,0.9946105157611079,
gulaam,first,East,31902.0,0.014701272647482916,
kisun,first,East,31769.0,0.04850640561553716,
soonam,first,East,31738.0,0.9772512445648749,
nithes,first,East,31662.0,0.009032910113069295,
sapanaa,first,East,31577.0,0.9777369604458942,
vineethaa,first,East,31492.0,0.9906642956941445,
bilaasinee,first,East,31444.0,0.9994275537463427,
aman,first,East,31183.0,0.04213834461084565,
aadithy,first,East,31044.0,0.013947944852467465,
sanooj,first,East,31022.0,0.016149829153503964,
hareraam,first,East,31000.0,0.0066129032258064515,
kumudinee,first,East,30963.0,0.9991279914736944,
kalyaanee,first,East,30919.0,0.990685339111873,
vishnu,first,East,30910.0,0.04234875444839858,
kaanthi,first,East,30785.0,0.9652752964105896,
julekhaa,first,East,30722.0,0.9932947073758219,
aum,first,East,30719.0,0.011068068622025456,
kousal,first,East,30709.0,0.044742583607411505,
mithaa,first,East,30538.0,0.9952190713209771,
banithaa,first,East,30498.0,0.9967538855006886,
phaathamaa,first,East,30381.0,0.9947993811921925,
veerendr,first,East,30376.0,0.006748749012378193,
bachchee,first,East,30355.0,0.9802009553615549,
javaahar,first,East,30350.0,0.006589785831960461,
jayaraam,first,East,30343.0,0.008502784826813433,
bhikhaaree,first,East,30124.0,0.010921524365954057,
nousaad,first,East,30050.0,0.02179700499168053,
sandhyaa,first,East,30022.0,0.9960695489974019,
raamachamdr,first,East,29975.0,0.005137614678899082,
basanthee,first,East,29869.0,0.9919983929826911,
chandrakaanthi,first,East,29743.0,0.998621524392294,
amarendr,first,East,29582.0,0.00598336826448516,
rupaa,first,East,29498.0,0.9546070920062377,
puneethaa,first,East,29444.0,0.994565955712539,
md,first,East,29424.0,0.010059815116911366,
sivanaath,first,East,29233.0,0.006909998973762529,
sameer,first,East,29223.0,0.04243233069842248,
kaarthik,first,East,29153.0,0.01615614173498439,
saadhanaa,first,East,29129.0,0.9841395173195098,
nand,first,East,29102.0,0.043261631502989485,
chhootoo,first,East,28975.0,0.01905090595340811,
narendr,first,East,28957.0,0.011672479883965881,
bhagavaan,first,East,28918.0,0.04993429697766097,
aakaas,first,East,28898.0,0.04162917848986089,
kaanjchana,first,East,28503.0,0.9882117671824019,
anuraadhaa,first,East,28482.0,0.9892914823397233,
baijanaath,first,East,28447.0,0.006292403416880515,
raajadev,first,East,28443.0,0.008367612417818093,
roonaa,first,East,28381.0,0.9917198125506501,
chandrakalaa,first,East,28330.0,0.998305683021532,
raamavilaas,first,East,28230.0,0.006624158696422246,
laalabaaboo,first,East,28218.0,0.0093202920121908,
chhoote,first,East,28163.0,0.014238539928274686,
gourav,first,East,28134.0,0.009952370796900548,
santhoosh,first,East,28073.0,0.04456239090941474,
nithu,first,East,27997.0,0.9624959817123263,
pimtoo,first,East,27968.0,0.025135869565217392,
ahalaa,first,East,27895.0,0.9986018999820756,
sameemaa,first,East,27892.0,0.9936540943639753,
muraaree,first,East,27833.0,0.021377501526964396,
ameeth,first,East,27779.0,0.008927607185283848,
deepaa,first,East,27716.0,0.9689349112426036,
begam,first,East,27659.0,0.9849596876242814,
yoogemdr,first,East,27610.0,0.007388627308946034,
prabhaasinee,first,East,27422.0,0.9989789220334039,
rookasaanaa,first,East,27262.0,0.9955249064632089,
aamkith,first,East,27245.0,0.019636630574417325,
chamchalaa,first,East,27149.0,0.9926332461600795,
chandesvar,first,East,27143.0,0.009542055041815569,
alee,first,East,26996.0,0.040117054378426435,
maanathee,first,East,26985.0,0.9965536409116176,
raamabaaboo,first,East,26960.0,0.007084569732937685,
basamth,first,East,26865.0,0.01790433649730132,
gaaythree,first,East,26829.0,0.9986581683998658,
ghanasyaam,first,East,26823.0,0.007866383327741118,
anupamaa,first,East,26779.0,0.9908883826879271,
heeraalaal,first,East,26760.0,0.007399103139013453,
prabhaathee,first,East,26723.0,0.9980541106911649,
kousalaa,first,East,26702.0,0.996254962175118,
haree,first,East,26681.0,0.026123458640980472,
noorajahaa,first,East,26652.0,0.9904697583671019,
rajanees,first,East,26576.0,0.013207405177603854,
kuladeep,first,East,26566.0,0.018632838967100804,
sasmithaa,first,East,26559.0,0.998192703038518,
chaaadanee,first,East,26553.0,0.995066470831921,
susilaa,first,East,26495.0,0.9932817512738252,
sabeenaa,first,East,26425.0,0.9936802270577105,
nandalaal,first,East,26388.0,0.005760194027588298,
soomithraa,first,East,26200.0,0.997824427480916,
nathunee,first,East,26124.0,0.03192466697289848,
pahaabatha,first,East,26106.0,0.9997701677775224,
sithaa,first,East,26072.0,0.9594584228290887,
thapan,first,East,25994.0,0.01027160113872432,
umaasamkar,first,East,25978.0,0.007198398645007314,
alakaa,first,East,25962.0,0.9861335798474694,
bhunesvar,first,East,25952.0,0.011868064118372379,
hema,first,East,25928.0,0.9641700092564024,
ahalyaa,first,East,25913.0,0.9979161038860803,
moo,first,North,1403800.0,0.004593246901267987,
suneethaa,first,North,1402784.0,0.995878196500673,
geethaa,first,North,1104352.0,0.9925114456260323,
suman,first,North,965486.0,0.9829267332721552,
rames,first,North,953378.0,0.018176421104745443,
raakes,first,North,920181.0,0.02072418361170248,
seemaa,first,North,913294.0,0.9954680530037425,
rekhaa,first,North,911392.0,0.9936020943787086,
mamathaa,first,North,909768.0,0.995627456670272,
anil,first,North,878873.0,0.006862197382329415,
suneel,first,North,859745.0,0.016430453215779097,
manooj,first,North,851702.0,0.035303427724720615,
asook,first,North,842959.0,0.014676870405322204,
sures,first,North,834662.0,0.03948185013813975,
kamalaa,first,North,831402.0,0.9613003095975232,
dines,first,North,828369.0,0.009081701512248769,
samjay,first,North,808054.0,0.009423875137057672,
vinood,first,North,800662.0,0.04092238672498508,
raajendr,first,North,771532.0,0.00815649901753913,
aneethaa,first,North,752031.0,0.9954789097789851,
samgeethaa,first,North,698702.0,0.9956934429842765,
ajay,first,North,686559.0,0.006333031829748062,
deepak,first,North,676381.0,0.007517952160099116,
aasaa,first,North,661405.0,0.9659437107369917,
meenaa,first,North,660233.0,0.9943217015811084,
sarooj,first,North,645015.0,0.9565917071696007,
poonam,first,North,643494.0,0.9808094558768224,
jagadees,first,North,632811.0,0.014778504166330864,
poojaa,first,North,628747.0,0.9903554211789479,
suseelaa,first,North,623067.0,0.9938899026910428,
pushpaa,first,North,604802.0,0.9957473685602891,
pradeep,first,North,574418.0,0.010793533628820825,
kiran,first,North,563799.0,0.9660304470210128,
jithendr,first,North,563588.0,0.005060434217903859,
saanthi,first,North,563059.0,0.957922308576621,saanthee
amith,first,North,555804.0,0.005822196313808464,
munnee,first,North,547558.0,0.960614218037176,
surendr,first,North,529708.0,0.020252667507381424,
mahendr,first,North,527219.0,0.014900828687888714,
neelam,first,North,519412.0,0.9858128037088092,
vimalaa,first,North,518589.0,0.9947453571132439,
saavithree,first,North,505215.0,0.9960155577328464,
mamjoo,first,North,499464.0,0.9892484743645188,
pavan,first,North,495230.0,0.041027401409446114,
meeraa,first,North,494081.0,0.9945636444226756,
mahes,first,North,488036.0,0.008329303575965707,
maayaa,first,North,480337.0,0.9769890722555206,
reenaa,first,North,478429.0,0.995575101007673,
seelaa,first,North,464863.0,0.9952373064752411,
nirmalaa,first,North,459082.0,0.9949595061448717,
samdeep,first,North,453055.0,0.019845272649016123,
raajakumaar,first,North,435507.0,0.004622198954322204,
raanee,first,North,434463.0,0.9949915182650767,
raadhaa,first,North,430168.0,0.9514468765691544,
aarathee,first,North,426062.0,0.9933014443907224,
savithaa,first,North,400257.0,0.9950981494389854,
sarithaa,first,North,394953.0,0.9948095089795495,
kavithaa,first,North,394154.0,0.9954890727989567,
nares,first,North,385197.0,0.047331625116498834,
preethee,first,North,384795.0,0.9919317775621713,preethi
ushaa,first,North,376224.0,0.9956541847410053,
pramood,first,North,374841.0,0.018984049236876435,
jyoothi,first,North,366218.0,0.9766013685837397,
sathees,first,North,363447.0,0.00796264654818997,
omaprakaas,first,North,360812.0,0.0027604403401217253,
anithaa,first,North,357631.0,0.9955233187279626,
rajanee,first,North,355918.0,0.9863676464803691,
raahul,first,North,349585.0,0.0038016505284837734,
vikaas,first,North,348164.0,0.005276249123976057,
reethaa,first,North,346439.0,0.9948648968505278,
dharmendr,first,North,344335.0,0.0027763660388865495,
narendr,first,North,344129.0,0.01905971307271401,
ravi,first,North,342607.0,0.011111857025688326,
sakunthalaa,first,North,335556.0,0.9951990129814398,
priyamkaa,first,North,333401.0,0.9901380019855969,
aravind,first,North,332031.0,0.004499579858507187,
gudadee,first,North,330291.0,0.9947985261481542,
subhaash,first,North,329540.0,0.006390726467196698,
kalaavathee,first,North,325682.0,0.9951916286438919,
pamkaj,first,North,324533.0,0.024715514292845412,
kusum,first,North,322034.0,0.9918052131141433,
pimkee,first,North,317272.0,0.9907335031140473,
goopaal,first,North,315769.0,0.011597085211024516,
devendr,first,North,304964.0,0.009978226938261565,
maneesh,first,North,299072.0,0.015193665739353735,
moohammad,first,North,292892.0,0.004537508706280813,
raadhesyaam,first,North,282718.0,0.003193995430075199,
raajakumaaree,first,North,276974.0,0.9939019546961086,
dileep,first,North,276251.0,0.004068763551987142,
roohith,first,North,275252.0,0.004007237004635752,
archanaa,first,North,273231.0,0.9933389695898343,
umes,first,North,271940.0,0.027336912554239905,
nisaa,first,North,271694.0,0.9927823212879195,
renoo,first,North,269692.0,0.9920131112528365,
samkar,first,North,269392.0,0.010579378749183346,
maalathee,first,North,266960.0,0.9906165717710519,
pappoo,first,North,264968.0,0.02967528154343166,
urmilaa,first,North,264495.0,0.9957617346263634,
sumithraa,first,North,258511.0,0.9957603351501484,
paarvathee,first,North,256675.0,0.995928703613519,
abdul,first,North,256128.0,0.0035216766616691653,
suseel,first,North,254291.0,0.04688722762504375,
sunithaa,first,North,247215.0,0.9958902170175757,
samjeev,first,North,244825.0,0.006012457878076177,
aaseesh,first,North,244069.0,0.005711499616911611,
gaayathree,first,North,241004.0,0.991697233240942,
neethoo,first,North,236505.0,0.9783683220227902,
madan,first,North,236091.0,0.01925952281111944,
lalithaa,first,North,235885.0,0.9864934184030354,
nehaa,first,North,230684.0,0.9905411732066377,
baaboo,first,North,226629.0,0.016379192424623504,
ravindr,first,North,223553.0,0.020979365072264743,
arjun,first,North,218862.0,0.004011660315632682,
sushamaa,first,North,218525.0,0.9953094611600504,
saamthee,first,North,218155.0,0.9742728149986214,saamthi
goovind,first,North,217485.0,0.013766466652872612,
lakshman,first,North,217133.0,0.006539770555373896,
veerendr,first,North,214550.0,0.004367280354229783,
sachin,first,North,214184.0,0.0048883203227131815,
vikram,first,North,213951.0,0.005202125720375226,
raajeev,first,North,213874.0,0.003904167874542955,
resamaa,first,North,213669.0,0.9903729600456781,
abhishek,first,North,208672.0,0.0029520012268057045,
babeethaa,first,North,205919.0,0.9961635400327313,
ooshaa,first,North,203193.0,0.9961465207954998,
ganes,first,North,203117.0,0.011978317915290202,
bimalaa,first,North,202941.0,0.9972060845270301,
maneeshaa,first,North,202500.0,0.9892888888888889,
raamakalee,first,North,200824.0,0.9947516233119548,
sudhaa,first,North,198003.0,0.9930354590587012,
ajeeth,first,North,197862.0,0.024501925584498287,
munnaa,first,North,196365.0,0.04445802459705141,
naaraayan,first,North,196156.0,0.032836110034870206,
aroon,first,North,194677.0,0.023217945622749477,
raamavathee,first,North,192975.0,0.9943826920585568,
aamkith,first,North,189339.0,0.00967048521435098,
sapanaa,first,North,188309.0,0.9931336261145245,
baaboolaal,first,North,187133.0,0.0023566126765455584,
mou,first,North,186956.0,0.004396756456064529,
haree,first,North,186048.0,0.033168859649122806,
moonikaa,first,North,185905.0,0.9925392001290982,
gudiyaa,first,North,184843.0,0.9911113755998334,
gourav,first,North,183175.0,0.004771393476183977,
avadhes,first,North,183048.0,0.018514269481228966,
babalee,first,North,182897.0,0.9688786584799095,
yooges,first,North,181071.0,0.023797294983735662,
vinay,first,North,180861.0,0.02449394839130603,
raamesvar,first,North,179110.0,0.0037463011557143655,
mahaaveer,first,North,176873.0,0.0032283050550394915,
sravan,first,North,174768.0,0.036980454087704846,
roosanee,first,North,174267.0,0.9954495113819599,
vipin,first,North,173007.0,0.01325957909217546,
vivek,first,North,172968.0,0.005897044540030526,
sarasvathee,first,North,170208.0,0.9915103872908442,
seethaaraam,first,North,169901.0,0.005573834174018987,
ghanasyaam,first,North,168204.0,0.0041556681172861525,
sreemathee,first,North,165867.0,0.9946161683758674,
mohd,first,North,161960.0,0.0021980735984193627,
sabanam,first,North,161309.0,0.9912900086170021,
moohith,first,North,160807.0,0.005117936408240935,
akhiles,first,North,159477.0,0.04374925537851853,
vineethaa,first,North,158917.0,0.9923607921116054,
raajaaraam,first,North,158488.0,0.0027131391651102925,
madhu,first,North,157721.0,0.9608993095402641,
naveen,first,North,156940.0,0.018988148336944056,
sooniyaa,first,North,155242.0,0.9925084706458304,
maa,first,North,154587.0,0.006669383583354357,
saleem,first,North,154230.0,0.014685858782338067,
visaal,first,North,151279.0,0.008652886388725467,
raamachandr,first,North,150327.0,0.002833822267456944,
sunil,first,North,150214.0,0.012016190235264356,
chhootelaal,first,North,148250.0,0.0027251264755480606,
hemalathaa,first,North,148123.0,0.994727354968506,
harees,first,North,146706.0,0.008200073616620998,
saadhanaa,first,North,145475.0,0.9933253136277711,
prahalaad,first,North,145093.0,0.0036597216957399738,
sailendr,first,North,144761.0,0.008717817644255013,
aanand,first,North,143846.0,0.035079181902868344,
sabaanaa,first,North,141820.0,0.9932661119729235,
sumith,first,North,140979.0,0.023443207853651962,
beenaa,first,North,140907.0,0.9950676687460523,
kalpanaa,first,North,140110.0,0.9931268289201342,
raamalaal,first,North,138130.0,0.002975457901976399,
sahanaaj,first,North,138053.0,0.9776172919096289,
premaa,first,North,137911.0,0.9507725997201093,
raamakumaar,first,North,137223.0,0.003738440348921099,
manjoo,first,North,136436.0,0.9866164355448709,
sourabh,first,North,135392.0,0.018006972346962892,
maadhuree,first,North,134866.0,0.9930301187845714,
virendr,first,North,134755.0,0.006953359801120552,
ramjanaa,first,North,134231.0,0.9925352563863787,
subham,first,North,133588.0,0.01646105937659071,
leelaavathee,first,North,133412.0,0.9952178214853237,
salamaa,first,North,133173.0,0.9928438947834771,
bebee,first,North,132914.0,0.9917314955535158,
kousalyaa,first,North,132669.0,0.9962764473991663,
babaloo,first,North,131304.0,0.011766587461158837,
lalith,first,North,131090.0,0.020276146159127317,
rachanaa,first,North,130948.0,0.991851727403244,
samdhyaa,first,North,129874.0,0.9934320957235474,
sandeep,first,North,129342.0,0.02635648126671924,
urmithraa,first,North,129130.0,0.9952296135677224,
sudheer,first,North,129111.0,0.0044070605912741746,
imaraan,first,North,128525.0,0.011048434156778838,
vandanaa,first,North,128000.0,0.9928046875,
premavathee,first,North,127211.0,0.9949847104417071,
chhootee,first,North,127041.0,0.9858234743114428,
hari,first,North,126886.0,0.04010686758192393,
anuj,first,North,126577.0,0.016819801385717783,
kapil,first,North,125043.0,0.005718032996649153,
yoogendr,first,North,124862.0,0.004060482772981371,
aakaas,first,North,124219.0,0.007671934245163783,
kumaaree,first,North,122825.0,0.9836352534093222,
veenaa,first,North,122548.0,0.9944021934262494,
saralaa,first,North,122032.0,0.9958289628949784,
raamaprasaad,first,North,122017.0,0.004105985231566093,
kanhaiyaa,first,North,121708.0,0.00479015348210471,
bharath,first,North,119702.0,0.008988989323486659,
raamapaal,first,North,119422.0,0.003341092930950746,
sreeraam,first,North,119033.0,0.0032596002789142507,
chhoote,first,North,118897.0,0.005761289183074426,
aamjoo,first,North,118839.0,0.9881099639007397,
roobee,first,North,118411.0,0.9887848257340957,
raamarathee,first,North,116935.0,0.9861632530893232,
heeraalaal,first,North,116890.0,0.0031739242022414235,
omavathee,first,North,116515.0,0.9954769772132344,
bhaarathee,first,North,116459.0,0.9858061635425343,
maamgeelaal,first,North,115993.0,0.0026898174889864045,
sivakumaar,first,North,114593.0,0.00539299957239971,
dheeraj,first,North,114479.0,0.03074799744931385,
prathaap,first,North,113707.0,0.012215606778826282,
karan,first,North,112539.0,0.010760714063569073,
nithin,first,North,111707.0,0.01119894008432775,
raadhikaa,first,North,111621.0,0.9651320092097365,
bhaavanaa,first,North,111462.0,0.992392025981949,
moohanalaal,first,North,111257.0,0.0021481794403947615,
indraa,first,North,110583.0,0.9897000443106083,
soonam,first,North,110531.0,0.9752919995295437,
raamanivaas,first,North,110350.0,0.0030539193475305846,
sakeel,first,North,109789.0,0.01970142728324331,
raahal,first,North,109237.0,0.003863159918342686,
balaraam,first,North,109099.0,0.002887285859632077,
aphasaanaa,first,North,108692.0,0.9915173149817834,
lathaa,first,North,108349.0,0.9958559839038662,
laalee,first,North,105634.0,0.975452979154439,
iraphaan,first,North,105367.0,0.009035086886786186,
varshaa,first,North,104848.0,0.9923889821455821,
syaamalaal,first,North,104475.0,0.003723378798755683,
raajapaal,first,North,104320.0,0.045254984662576686,
raamasimh,first,North,103847.0,0.0022147967683226284,
phoolamathee,first,North,102866.0,0.9939435770808625,
prabhaavathee,first,North,102061.0,0.9929355973388464,
dayaaraam,first,North,102048.0,0.002910395108184384,
priyaa,first,North,101486.0,0.9870819620440258,
ramjeeth,first,North,101485.0,0.029698970291176036,
vijendr,first,North,101472.0,0.00472051403342794,
rimkee,first,North,101027.0,0.9912102705217417,
raamapyaaree,first,North,100524.0,0.994747522979587,
mamju,first,North,100347.0,0.9921372836258184,
manju,first,North,100332.0,0.9942490930112028,
bhaarath,first,North,100285.0,0.014578451413471605,
ser,first,North,99380.0,0.026142080901589856,
sathapaal,first,North,98762.0,0.03605637795913408,
aamjalee,first,North,97871.0,0.9890059363856505,
dasarath,first,North,97642.0,0.02684295692427439,
haseenaa,first,North,97328.0,0.9924687654118034,
raajesvaree,first,North,97157.0,0.9745566454295624,
premalathaa,first,North,97099.0,0.9935941667782366,
pushpendr,first,North,96352.0,0.008551976087678511,
nasareen,first,North,96329.0,0.9887261364698066,
banavaaree,first,North,96017.0,0.005686493016861597,
prabhaa,first,North,95943.0,0.9742034332885151,
pramilaa,first,North,95894.0,0.9954428848520241,
gamgaaraam,first,North,95113.0,0.0032067120162333224,
jayaprakaas,first,North,94814.0,0.0029636973442740524,
sathyanaaraayan,first,North,94494.0,0.00268800135458336,
moohanee,first,North,94448.0,0.992217940030493,
vaseem,first,North,94208.0,0.03173828125,
raajavathee,first,North,94062.0,0.9947694074121324,
raakhee,first,North,93091.0,0.991137703967086,
sakeelaa,first,North,92900.0,0.9853498385360603,
jareenaa,first,North,92118.0,0.9941270978527541,
saayaraa,first,North,92070.0,0.9916585206907788,
gajendr,first,North,91641.0,0.006580024224964808,
pharajaanaa,first,North,91458.0,0.99199632618251,
hanumaan,first,North,90898.0,0.004004488547602807,
raamanares,first,North,90838.0,0.003412668706928818,
kisoor,first,North,90466.0,0.01567439701103177,
soomavathee,first,North,90261.0,0.9951252478922237,
urmilraa,first,North,89099.0,0.9949269913242573,
kaaloo,first,North,88572.0,0.028191753601589667,
irasaad,first,North,88478.0,0.016422161441262236,
sivaanee,first,North,88082.0,0.9881814672691356,
raamajee,first,North,88010.0,0.009862515623224634,
samaa,first,North,87710.0,0.9769125527305894,
arun,first,North,87601.0,0.0320087670232075,
sivam,first,North,87568.0,0.011682349716791522,
anuraadhaa,first,North,87188.0,0.9910996926182503,
bhoopendr,first,North,87109.0,0.010768118104903052,
hemaraaj,first,North,86929.0,0.004451909029207744,
jaaved,first,North,86801.0,0.004700406677342427,
yasoodaa,first,North,86587.0,0.9872151708686061,
manooramaa,first,North,86551.0,0.9924899770077757,
chamelee,first,North,86271.0,0.9951084373659747,
dharmaveer,first,North,85467.0,0.0036622322065826577,
svethaa,first,North,85288.0,0.9895999437201013,
mamgal,first,North,85207.0,0.015738143579752836,
raghuveer,first,North,84923.0,0.005063410383523898,
