name,clf_predicted_religion,clf_max_prob,prob_Hindu,prob_Muslim,prob_Sikh,prob_Christian,prob_Jain,prob_Buddhist,clf_predicted_religion_corrected,clf_max_prob_corrected
kulkarni,Hindu,0.8530087911094943,0.8530087911094943,0.0465971350942628,0.0411224040062225,0.035981292272499,0.0001041182699127,0.0231862592476087,Christian,0.33618646157947357
kumaar,Christian,0.5563799359760128,0.41577974781291,0.0225355519548952,0.0047999940924456,0.5563799359760128,0.0002015532551209,0.0003032169086154,Christian,0.9622272706246018
kumaaree,Christian,0.6448767350263758,0.3282625746689039,0.0231713144466317,0.0035164774987061,0.6448767350263758,7.247816460902568e-05,0.0001004201947734,Christian,0.9721745829160138
kumaari,Hindu,0.5062561686037975,0.5062561686037975,0.0295728179963919,0.0018331500245591,0.4620831194823787,0.0001080155132612,0.0001467283796114,Christian,0.9505109583150362
kumaavath,Hindu,0.5226985636876648,0.5226985636876648,0.0020963304552426,0.0013846163751032,0.4732814854590414,0.0002612388480963,0.0002777651748513,Christian,0.9656455972141464
kumakum,Hindu,0.723322069677782,0.723322069677782,0.0525579533892398,0.012773338840079,0.2106578093560731,0.0003706902389493,0.0003181384978764,Christian,0.8241332591504192
kumar,Hindu,0.7531114785415519,0.7531114785415519,0.0004468336572804,0.0005208687047565,0.240894642236895,0.0049483598742265,7.781698528954867e-05,Christian,0.9133423746945288
kumaran,Hindu,0.8451845189656988,0.8451845189656988,0.000151214590077,6.389200714808863e-05,0.1542455903181269,0.00027046689932,8.43172196288975e-05,Christian,0.8622625388474588
kumarasamy,Hindu,0.9968930708431856,0.9968930708431856,7.75959280640866e-05,1.6078708126645718e-05,0.0030090520847689,2.0481850120019367e-06,2.1542508425806907e-06,Hindu,0.9047921161258177
kumaravel,Hindu,0.9352922671365632,0.9352922671365632,0.0003810903462945,0.000120367779397,0.0641207728732311,7.242149485318767e-05,1.3080369660664568e-05,Christian,0.7011403679266016
kumare,Hindu,0.9398054332092632,0.9398054332092632,0.0009637415445656,0.0002560878868809,0.0583527836000044,0.000597025413175,2.4928346110866e-05,Christian,0.6775112465893793
kumaresan,Hindu,0.9587767665217228,0.9587767665217228,0.0070533860520046,0.0005423526933206,0.0327406033475301,0.0008361662453281,5.072514009394244e-05,Christian,0.5201246862975307
kumari,Christian,0.7149538620912294,0.2841334057691452,0.0007057798600772,6.817428780642516e-05,0.7149538620912294,0.000129806706112,8.971285629540435e-06,Christian,0.988255165538268
kumavat,Hindu,0.9754758992030724,0.9754758992030724,0.0019921832288517,0.0003979723971509,0.0216867600292115,0.0003503032322148,9.688190949844098e-05,Hindu,0.5562590602585834
kumbara,Hindu,0.9801587828205552,0.9801587828205552,0.0136666618161245,0.0006002778446861,0.0038228437314103,0.000332972206429,0.0014184615807947,Hindu,0.7777043887149272
kumbhaar,Hindu,0.827716067897404,0.827716067897404,0.1530374791681126,0.0021500126904138,0.0164008493011322,6.463528581809881e-05,0.0006309556571192,Muslim,0.49394814155632183
kumbhar,Hindu,0.8113433108404261,0.8113433108404261,0.186362014685933,0.001230151815418,0.0007182348449266,5.427043688008626e-05,0.0002920173764162,Muslim,0.6649599539239913
kumbhare,Hindu,0.926958801260072,0.926958801260072,0.0709664951131966,0.0006066351201707,0.0012938054335502,4.741873659718683e-05,0.0001268443364129,Hindu,0.5633206548378407
kumdan,Hindu,0.8100565539799424,0.8100565539799424,0.153755646935152,0.0078835904932896,0.0267919682527079,0.0001775111224608,0.0013347292164471,Muslim,0.4224534006870433
kumhar,Sikh,0.6542730362558663,0.3449464113809753,0.0004544019034812,0.6542730362558663,0.0003149506382062,9.209901842937506e-07,1.0278831286681898e-05,Sikh,0.9795889717328106
kumthee,Hindu,0.5615044008822067,0.5615044008822067,0.2230284014465975,0.0392258055359824,0.175509358314288,2.321415806825489e-05,0.0007088196628572,Christian,0.622731250327087
kumuda,Hindu,0.8808213930162108,0.8808213930162108,0.0739010605741367,0.0064472378974622,0.0385668116724,4.209861332528276e-05,0.000221398226465,Christian,0.433651394390152
kumudinee,Muslim,0.5572043537685699,0.4161916480791799,0.5572043537685699,0.0017719249418815,0.0247499763598549,4.501790707346326e-05,3.7078943440109455e-05,Muslim,0.7967595413974812
kumvar,Hindu,0.7915722945329977,0.7915722945329977,0.0187813833440989,0.0082222805281189,0.1809615444960941,0.0001845195147441,0.0002779775839461,Christian,0.8404644348792957
kunaal,Christian,0.4819224934254895,0.2314314446967972,0.280464004507496,0.0058594865570467,0.4819224934254895,9.187561234508864e-05,0.0002306952008254,Christian,0.8476970387707684
