name,type,gender,religion,region,n,hand,clf,score
rizwan,first,M,Muslim,ALL,1563.0,1,0.0,0.7
shadab,first,M,Muslim,ALL,1536.0,1,0.0,0.7
nawaz,first,M,Muslim,ALL,538.0,1,0.0,0.7
azhar,first,M,Muslim,ALL,1149.0,1,0.0,0.7
tabrez,first,M,Muslim,ALL,295.0,1,0.0,0.7
nadeem,first,M,Muslim,ALL,58848.0,1,0.0,0.7
aamir,first,M,Muslim,ALL,41673.0,1,0.0,0.7
javed,first,M,Muslim,ALL,6643.0,1,0.0,0.7
kamran,first,M,Muslim,ALL,175.0,1,0.0,0.7
imran,first,M,Muslim,ALL,8401.0,1,0.0,0.7
zeeshan,first,M,Muslim,ALL,621.0,1,0.0,0.7
mohammad,first,M,Muslim,ALL,48684.0,1,0.0,0.7
zubair,first,M,Muslim,ALL,1320.0,1,0.0,0.7
yasin,first,M,Muslim,ALL,2136.0,1,0.0,0.7
anwar,first,M,Muslim,ALL,11094.0,1,0.0,0.7
ilyas,first,M,Muslim,ALL,1159.0,1,0.0,0.7
ehsan,first,M,Muslim,ALL,106.0,1,0.0,0.7
sana,first,M,Muslim,ALL,17009.0,1,0.0,0.7
wasim,first,M,Muslim,ALL,6346.0,1,0.0,0.7
radha,first,F,Hindu,ALL,96448.0,1,0.9996055970608332,0.9998816791182499
rupa,first,F,Hindu,ALL,12771.0,1,0.999068836230342,0.9997206508691026
radhika,first,F,Hindu,ALL,26172.0,1,0.99816519342409,0.999449558027227
namrata,first,F,Hindu,ALL,1792.0,1,0.9963639375978846,0.9989091812793653
shruti,first,F,Hindu,ALL,1541.0,1,0.9953079033885612,0.9985923710165684
anita,first,F,Hindu,ALL,83654.0,1,0.995047425956378,0.9985142277869135
vandana,first,F,Hindu,ALL,10203.0,1,0.9945828122912638,0.9983748436873792
nandini,first,F,Hindu,ALL,12034.0,1,0.993421557827887,0.9980264673483661
ishita,first,F,Hindu,ALL,713.0,1,0.9932727084971278,0.9979818125491383
aishwarya,first,F,Hindu,ALL,1969.0,1,0.9909818739172144,0.9972945621751643
kavita,first,F,Hindu,ALL,6688.0,1,0.9895048682298054,0.9968514604689416
swati,first,F,Hindu,ALL,11365.0,1,0.9890712099703473,0.9967213629911043
madhuri,first,F,Hindu,ALL,8744.0,1,0.9863560799324284,0.9959068239797285
sunita,first,F,Hindu,ALL,98507.0,1,0.9863409769941248,0.9959022930982375
bhavna,first,F,Hindu,ALL,809.0,1,0.9860031010092202,0.9958009303027661
harini,first,F,Hindu,ALL,1127.0,1,0.9857722717913546,0.9957316815374064
meghna,first,F,Hindu,ALL,1264.0,1,0.985542530097036,0.9956627590291107
ritika,first,F,Hindu,ALL,867.0,1,0.9843115058690708,0.9952934517607213
kamala,first,F,Hindu,ALL,49658.0,1,0.9830621903213056,0.9949186570963917
deepa,first,F,Hindu,ALL,53442.0,1,0.9829903694965058,0.9948971108489517
sanya,first,F,Hindu,ALL,855.0,1,0.9817305687309796,0.994519170619294
riya,first,F,Hindu,ALL,5864.0,1,0.9813546269003478,0.9944063880701044
kirti,first,F,Hindu,ALL,923.0,1,0.9759413064028664,0.9927823919208599
divya,first,F,Hindu,ALL,57366.0,1,0.973984236054272,0.9921952708162816
ananya,first,F,Hindu,ALL,751.0,1,0.9722106001302324,0.9916631800390697
kavya,first,F,Hindu,ALL,6550.0,1,0.9721067559910226,0.9916320267973068
aditi,first,F,Hindu,ALL,2840.0,1,0.9698374494339876,0.9909512348301963
isha,first,F,Hindu,ALL,4076.0,1,0.9686620669869402,0.9905986200960821
priya,first,F,Hindu,ALL,41641.0,1,0.9668628492383138,0.9900588547714941
tanvi,first,F,Hindu,ALL,1375.0,1,0.9667630405586366,0.9900289121675909
sarita,first,F,Hindu,ALL,17579.0,1,0.9614930810211418,0.9884479243063425
pallavi,first,F,Hindu,ALL,8957.0,1,0.9519675633736452,0.9855902690120936
sushila,first,F,Hindu,ALL,23773.0,1,0.9474469518172094,0.9842340855451628
vaishnavi,first,F,Hindu,ALL,2047.0,1,0.945595242540518,0.9836785727621553
archana,first,F,Hindu,ALL,23399.0,1,0.937911095664218,0.9813733286992654
charu,first,F,Hindu,ALL,3551.0,1,0.9334920326810512,0.9800476098043154
shalini,first,F,Hindu,ALL,7924.0,1,0.9297049367664106,0.9789114810299232
shreya,first,F,Hindu,ALL,2225.0,1,0.8751862593014728,0.9625558777904418
savitri,first,F,Hindu,ALL,35703.0,1,0.8622652575279053,0.9586795772583716
lakshmi,first,F,Hindu,ALL,516147.0,1,0.8524672457401464,0.9557401737220439
soumya,first,F,Hindu,ALL,32356.0,1,0.8434107328877379,0.9530232198663213
pooja,first,F,Hindu,ALL,61496.0,1,0.8287467300857746,0.9486240190257323
sarika,first,F,Hindu,ALL,5051.0,1,0.8268276654304294,0.9480482996291288
usha,first,F,Hindu,ALL,129415.0,1,0.7683941830477293,0.9305182549143187
geeta,first,F,Hindu,ALL,58020.0,1,0.7614416395956556,0.9284324918786967
manju,first,F,Hindu,ALL,173589.0,1,0.7263930581764736,0.917917917452942
jyoti,first,F,Hindu,ALL,56339.0,1,0.6588558012479082,0.8976567403743725
shanti,first,F,Hindu,ALL,33757.0,1,0.6052495305906331,0.8815748591771899
nisha,first,F,Hindu,ALL,45533.0,1,0.5903523418217109,0.8771057025465132
rekha,first,F,Hindu,ALL,34635.0,1,0.0,0.7
anand,first,M,Hindu,ALL,41285.0,1,0.9995694032925746,0.9998708209877724
ashok,first,M,Hindu,ALL,103065.0,1,0.9983322561324464,0.999499676839734
shivam,first,M,Hindu,ALL,5573.0,1,0.9978491465850372,0.9993547439755112
gaurav,first,M,Hindu,ALL,25672.0,1,0.99771648637254,0.9993149459117621
sanjay,first,M,Hindu,ALL,97687.0,1,0.997509499939254,0.9992528499817762
mahesh,first,M,Hindu,ALL,82204.0,1,0.9958644183445812,0.9987593255033744
vishal,first,M,Hindu,ALL,12590.0,1,0.9953525400779846,0.9986057620233953
mukesh,first,M,Hindu,ALL,54031.0,1,0.994604854237444,0.9983814562712332
naresh,first,M,Hindu,ALL,37876.0,1,0.9927311905513272,0.9978193571653982
rohit,first,M,Hindu,ALL,13600.0,1,0.9888845965126276,0.9966653789537883
ankit,first,M,Hindu,ALL,18628.0,1,0.9887917818220634,0.996637534546619
pranav,first,M,Hindu,ALL,16430.0,1,0.9882553095087466,0.996476592852624
chirag,first,M,Hindu,ALL,1726.0,1,0.9869769604443438,0.9960930881333032
ravi,first,M,Hindu,ALL,602103.0,1,0.9805387893619394,0.9941616368085818
rakesh,first,M,Hindu,ALL,30273.0,1,0.9786787611041416,0.9936036283312425
sandeep,first,M,Hindu,ALL,156861.0,1,0.9776960575367556,0.9933088172610267
saurabh,first,M,Hindu,ALL,7572.0,1,0.9775908089522454,0.9932772426856736
harish,first,M,Hindu,ALL,24671.0,1,0.972067241375654,0.9916201724126963
deepak,first,M,Hindu,ALL,906244.0,1,0.96774398394281,0.9903231951828431
rahul,first,M,Hindu,ALL,36961.0,1,0.9630540941565132,0.9889162282469539
tarun,first,M,Hindu,ALL,10585.0,1,0.9616250971394448,0.9884875291418334
krishna,first,M,Hindu,ALL,99677.0,1,0.955513161025351,0.9866539483076053
arjun,first,M,Hindu,ALL,396343.0,1,0.9552976385129514,0.9865892915538854
aditya,first,M,Hindu,ALL,7590.0,1,0.954825079305048,0.9864475237915145
naveen,first,M,Hindu,ALL,237494.0,1,0.94194156871702,0.9825824706151061
ritesh,first,M,Hindu,ALL,2837.0,1,0.9306742277435922,0.9792022683230777
sunil,first,M,Hindu,ALL,291775.0,1,0.9305438172376288,0.9791631451712887
dinesh,first,M,Hindu,ALL,30692.0,1,0.929098327594768,0.9787294982784304
prakash,first,M,Hindu,ALL,42401.0,1,0.9238608520587108,0.9771582556176133
amit,first,M,Hindu,ALL,65246.0,1,0.9203524606840118,0.9761057382052035
rohan,first,M,Hindu,ALL,2595.0,1,0.9099958933387085,0.9729987680016126
ramesh,first,M,Hindu,ALL,135335.0,1,0.896938278968037,0.9690814836904111
karthik,first,M,Hindu,ALL,9054.0,1,0.8931509550677793,0.9679452865203337
siddharth,first,M,Hindu,ALL,3858.0,1,0.8921662883478336,0.9676498865043501
vivek,first,M,Hindu,ALL,235277.0,1,0.890544381169368,0.9671633143508104
akash,first,M,Hindu,ALL,16005.0,1,0.8833610380687494,0.9650083114206248
vijay,first,M,Hindu,ALL,1254574.0,1,0.8814198627171111,0.9644259588151334
vikram,first,M,Hindu,ALL,256386.0,1,0.8654095390500454,0.9596228617150135
anil,first,M,Hindu,ALL,1265367.0,1,0.8613028596944624,0.9583908579083387
nikhil,first,M,Hindu,ALL,67199.0,1,0.8168948142328953,0.9450684442698686
ashwin,first,M,Hindu,ALL,2161.0,1,0.789087767371721,0.9367263302115163
manish,first,M,Hindu,ALL,60280.0,1,0.7305871579540799,0.919176147386224
neeraj,first,M,Hindu,ALL,448454.0,1,0.6813638141103233,0.904409144233097
ajay,first,M,Hindu,ALL,1055728.0,1,0.6395952548696557,0.8918785764608967
abhishek,first,M,Hindu,ALL,302858.0,1,0.6288834392150802,0.888665031764524
suresh,first,M,Hindu,ALL,209678.0,1,0.4660086822946248,0.8398026046883874
varun,first,M,Hindu,ALL,30434.0,1,0.0,0.7
rajesh,first,M,Hindu,ALL,191242.0,1,0.0,0.7
yash,first,M,Hindu,ALL,5246.0,1,0.0,0.7
manoj,first,M,Hindu,ALL,107780.0,1,0.0,0.7
maria,first,F,Christian,ALL,16517.0,1,0.9999788360458636,0.999993650813759
conceicao,first,F,Christian,ALL,1555.0,1,0.997954484336902,0.9993863453010706
roseline,first,F,Christian,ALL,317.0,1,0.99500476181814,0.998501428545442
lissy,first,F,Christian,ALL,17381.0,1,0.9872282264139464,0.9961684679241839
jessy,first,F,Christian,ALL,16445.0,1,0.981437001699792,0.9944311005099375
alphonsa,first,F,Christian,ALL,6850.0,1,0.971983430514946,0.9915950291544837
tessy,first,F,Christian,ALL,3077.0,1,0.9668391164066034,0.9900517349219811
rachel,first,F,Christian,ALL,2312.0,1,0.9486897268688996,0.9846069180606699
rincy,first,F,Christian,ALL,3790.0,1,0.8690421947532928,0.9607126584259879
gloria,first,F,Christian,ALL,909.0,1,0.8485325105549738,0.9545597531664921
mary,first,F,Christian,ALL,110008.0,1,0.8022388606850772,0.9406716582055231
sophia,first,F,Christian,ALL,1576.0,1,0.7670088024314318,0.9301026407294295
annie,first,F,Christian,ALL,16910.0,1,0.7606777089721135,0.928203312691634
celine,first,F,Christian,ALL,2930.0,1,0.7165555476981549,0.9149666643094465
elizabeth,first,F,Christian,ALL,10740.0,1,0.5903643783195232,0.877109313495857
esther,first,F,Christian,ALL,4691.0,1,0.5858494725077816,0.8757548417523344
cynthia,first,F,Christian,ALL,578.0,1,0.5295994809877139,0.8588798442963141
bincy,first,F,Christian,ALL,9795.0,1,0.0,0.7
ann,first,F,Christian,ALL,10570.0,1,0.0,0.7
anna,first,F,Christian,ALL,6403.0,1,0.0,0.7
joanna,first,F,Christian,ALL,103.0,1,0.0,0.7
reena,first,F,Christian,ALL,29703.0,1,0.0,0.7
teresa,first,F,Christian,ALL,1188.0,1,0.0,0.7
sherin,first,F,Christian,ALL,7625.0,1,0.0,0.7
anita,first,F,Christian,ALL,83654.0,1,0.0,0.7
irene,first,F,Christian,ALL,1040.0,1,0.0,0.7
clara,first,F,Christian,ALL,2021.0,1,0.0,0.7
rebecca,first,F,Christian,ALL,2070.0,1,0.0,0.7
helen,first,F,Christian,ALL,4440.0,1,0.0,0.7
angela,first,F,Christian,ALL,1519.0,1,0.0,0.7
nisha,first,F,Christian,ALL,45533.0,1,0.0,0.7
melanie,first,F,Christian,ALL,118.0,1,0.0,0.7
grace,first,F,Christian,ALL,3388.0,1,0.0,0.7
seema,first,F,Christian,ALL,69106.0,1,0.0,0.7
shiny,first,F,Christian,ALL,9821.0,1,0.0,0.7
sonia,first,F,Christian,ALL,20974.0,1,0.0,0.7
sheena,first,F,Christian,ALL,17549.0,1,0.0,0.7
monica,first,F,Christian,ALL,4578.0,1,0.0,0.7
lydia,first,F,Christian,ALL,802.0,1,0.0,0.7
preethi,first,F,Christian,ALL,249710.0,1,0.0,0.7
beena,first,F,Christian,ALL,48332.0,1,0.0,0.7
susan,first,F,Christian,ALL,7915.0,1,0.0,0.7
jennifer,first,F,Christian,ALL,948.0,1,0.0,0.7
ruth,first,F,Christian,ALL,2958.0,1,0.0,0.7
merlin,first,F,Christian,ALL,2075.0,1,0.0,0.7
filomena,first,F,Christian,ALL,1406.0,1,0.0,0.7
bindu,first,F,Christian,ALL,99801.0,1,0.0,0.7
diana,first,F,Christian,ALL,1538.0,1,0.0,0.7
mariam,first,F,Christian,ALL,8828.0,0,0.9997293069411232,0.299918792082337
rosy,first,F,Christian,ALL,14019.0,0,0.999020706299777,0.2997062118899331
joseph,first,M,Christian,ALL,88458.0,1,0.999999973582924,0.9999999920748772
thomas,first,M,Christian,ALL,76162.0,1,0.9999996556702168,0.999999896701065
jose,first,M,Christian,ALL,50498.0,1,0.999998785395809,0.9999996356187427
mathew,first,M,Christian,ALL,38720.0,1,0.9999609716634612,0.9999882914990383
anthony,first,M,Christian,ALL,8382.0,1,0.9997320441702624,0.9999196132510787
francisco,first,M,Christian,ALL,2772.0,1,0.9996984870103652,0.9999095461031096
jacob,first,M,Christian,ALL,18327.0,1,0.9991496919207316,0.9997449075762195
abraham,first,M,Christian,ALL,22841.0,1,0.9972659364815554,0.9991797809444667
samuel,first,M,Christian,ALL,12114.0,1,0.9949875191414016,0.9984962557424204
daniel,first,M,Christian,ALL,5992.0,1,0.9939652725927692,0.9981895817778308
shaji,first,M,Christian,ALL,51997.0,1,0.9929528926318756,0.9978858677895627
john,first,M,Christian,ALL,48429.0,1,0.988333216932041,0.9964999650796122
vincent,first,M,Christian,ALL,7149.0,1,0.9787137097808172,0.9936141129342452
savio,first,M,Christian,ALL,1631.0,1,0.9621097094516754,0.9886329128355027
lawrence,first,M,Christian,ALL,2980.0,1,0.9586614911699506,0.9875984473509851
terence,first,M,Christian,ALL,226.0,1,0.9177305927646155,0.9753191778293846
antonio,first,M,Christian,ALL,3364.0,1,0.9121203599090424,0.9736361079727127
peter,first,M,Christian,ALL,9749.0,1,0.8854919898793436,0.9656475969638031
xavier,first,M,Christian,ALL,7790.0,1,0.8305508675288512,0.9491652602586553
adrian,first,M,Christian,ALL,179.0,1,0.8268108738878805,0.9480432621663641
rosario,first,M,Christian,ALL,1069.0,1,0.8213966680987815,0.9464190004296344
melvin,first,M,Christian,ALL,1702.0,1,0.8191810283984844,0.9457543085195453
aaron,first,M,Christian,ALL,563.0,1,0.799278062966211,0.9397834188898633
joby,first,M,Christian,ALL,8398.0,1,0.7813774557581937,0.9344132367274581
neville,first,M,Christian,ALL,140.0,1,0.7321216229649692,0.9196364868894907
joel,first,M,Christian,ALL,2505.0,1,0.7106805627959611,0.9132041688387883
alex,first,M,Christian,ALL,7471.0,1,0.4608524148792127,0.8382557244637638
anila,first,M,Christian,ALL,53035.0,1,0.0,0.7
ivan,first,M,Christian,ALL,371.0,1,0.0,0.7
agnelo,first,M,Christian,ALL,1840.0,1,0.0,0.7
jijo,first,M,Christian,ALL,8548.0,1,0.0,0.7
neil,first,M,Christian,ALL,236.0,1,0.0,0.7
tom,first,M,Christian,ALL,2745.0,1,0.0,0.7
conrad,first,M,Christian,ALL,110.0,1,0.0,0.7
jerome,first,M,Christian,ALL,515.0,1,0.0,0.7
cajetan,first,M,Christian,ALL,219.0,1,0.0,0.7
wilfred,first,M,Christian,ALL,740.0,1,0.0,0.7
nathan,first,M,Christian,ALL,2769.0,1,0.0,0.7
kevin,first,M,Christian,ALL,2018.0,1,0.0,0.7
biju,first,M,Christian,ALL,69774.0,1,0.0,0.7
alwyn,first,M,Christian,ALL,137.0,1,0.0,0.7
tijo,first,M,Christian,ALL,1699.0,1,0.0,0.7
anoop,first,M,Christian,ALL,163018.0,1,0.0,0.7
denzil,first,M,Christian,ALL,278.0,1,0.0,0.7
binu,first,M,Christian,ALL,48075.0,1,0.0,0.7
trevor,first,M,Christian,ALL,136.0,1,0.0,0.7
andrew,first,M,Christian,ALL,1991.0,1,0.0,0.7
clifford,first,M,Christian,ALL,241.0,1,0.0,0.7
malcolm,first,M,Christian,ALL,205.0,1,0.0,0.7
sijo,first,M,Christian,ALL,7548.0,1,0.0,0.7
baljinder,first,F,Sikh,ALL,323.0,1,0.0,0.7
kulaviadar,first,F,Sikh,ALL,153025.0,1,0.0,0.7
harleen,first,F,Sikh,ALL,670.0,1,0.0,0.7
karamajeeth,first,F,Sikh,ALL,110425.0,1,0.0,0.7
jasneet,first,F,Sikh,ALL,188.0,1,0.0,0.7
gurameeth,first,F,Sikh,ALL,231361.0,1,0.0,0.7
supreet,first,F,Sikh,ALL,541.0,1,0.0,0.7
amanadeep,first,F,Sikh,ALL,154206.0,1,0.0,0.7
jasleen,first,F,Sikh,ALL,929.0,1,0.0,0.7
manajeeth,first,F,Sikh,ALL,328713.0,1,0.0,0.7
charanajeeth,first,F,Sikh,ALL,131444.0,1,0.0,0.7
gurleen,first,F,Sikh,ALL,116.0,1,0.0,0.7
manapreeth,first,F,Sikh,ALL,150655.0,1,0.0,0.7
rupinder,first,F,Sikh,ALL,649.0,1,0.0,0.7
jasaviadar,first,F,Sikh,ALL,179451.0,1,0.0,0.7
paramajeeth,first,F,Sikh,ALL,340319.0,1,0.0,0.7
gurinder,first,F,Sikh,ALL,119.0,1,0.0,0.7
simran,first,F,Sikh,ALL,3339.0,1,0.0,0.7
sarabajeeth,first,F,Sikh,ALL,166483.0,1,0.0,0.7
jasapreeth,first,F,Sikh,ALL,67994.0,1,0.0,0.7
manpreet,first,F,Sikh,ALL,3935.0,1,0.0,0.7
kaur,first,F,Sikh,ALL,155.0,0,0.999825815543716,0.29994774466311486
jyoothi,first,F,Sikh,ALL,467949.0,0,0.3698025986340363,0.11094077959021091
raamalimgamma,first,F,Sikh,ALL,494.0,0,0.0,0.0
raamamaalaa,first,F,Sikh,ALL,337.0,0,0.0,0.0
raamarathiyaa,first,F,Sikh,ALL,2824.0,0,0.0,0.0
raamamoohanee,first,F,Sikh,ALL,120.0,0,0.0,0.0
raamamaayaa,first,F,Sikh,ALL,636.0,0,0.0,0.0
raamaraththee,first,F,Sikh,ALL,1588.0,0,0.0,0.0
raamales,first,F,Sikh,ALL,889.0,0,0.0,0.0
raamamanee,first,F,Sikh,ALL,2808.0,0,0.0,0.0
raamamathee,first,F,Sikh,ALL,424.0,0,0.0,0.0
raamamathi,first,F,Sikh,ALL,327.0,0,0.0,0.0
raamamith,first,F,Sikh,ALL,117.0,0,0.0,0.0
raamalekhaa,first,F,Sikh,ALL,534.0,0,0.0,0.0
raamarajjee,first,F,Sikh,ALL,203.0,0,0.0,0.0
raamamoorathee,first,F,Sikh,ALL,536.0,0,0.0,0.0
raamamoolee,first,F,Sikh,ALL,156.0,0,0.0,0.0
raamareethaa,first,F,Sikh,ALL,112.0,0,0.0,0.0
raamamoorthee,first,F,Sikh,ALL,3263.0,0,0.0,0.0
raamamoorthi,first,F,Sikh,ALL,26613.0,0,0.0,0.0
raamamoorthidevee,first,F,Sikh,ALL,311.0,0,0.0,0.0
raamamoothee,first,F,Sikh,ALL,209.0,0,0.0,0.0
raamarathi,first,F,Sikh,ALL,7651.0,0,0.0,0.0
raamamootheer,first,F,Sikh,ALL,248.0,0,0.0,0.0
raamamoothi,first,F,Sikh,ALL,608.0,0,0.0,0.0
raamamoothibaaee,first,F,Sikh,ALL,186.0,0,0.0,0.0
raamamoothir,first,F,Sikh,ALL,2017.0,0,0.0,0.0
raamamoothirbaaee,first,F,Sikh,ALL,124.0,0,0.0,0.0
raamamthee,first,F,Sikh,ALL,223.0,0,0.0,0.0
inderjit,first,M,Sikh,ALL,410.0,1,0.944338005547053,0.983301401664116
sukhwinder,first,M,Sikh,ALL,536.0,1,0.4429160953621543,0.8328748286086463
balbir,first,M,Sikh,ALL,2785.0,1,0.0,0.7
ranjit,first,M,Sikh,ALL,9679.0,1,0.0,0.7
kuldeep,first,M,Sikh,ALL,1660.0,1,0.0,0.7
baljeet,first,M,Sikh,ALL,3100.0,1,0.0,0.7
baldev,first,M,Sikh,ALL,5681.0,1,0.0,0.7
mandeep,first,M,Sikh,ALL,8402.0,1,0.0,0.7
amandeep,first,M,Sikh,ALL,3051.0,1,0.0,0.7
devinder,first,M,Sikh,ALL,2364.0,1,0.0,0.7
navdeep,first,M,Sikh,ALL,505.0,1,0.0,0.7
gurapreeth,first,M,Sikh,ALL,203476.0,1,0.0,0.7
amrit,first,M,Sikh,ALL,1633.0,1,0.0,0.7
jagdeep,first,M,Sikh,ALL,1344.0,1,0.0,0.7
hardeep,first,M,Sikh,ALL,2298.0,1,0.0,0.7
kanwar,first,M,Sikh,ALL,463.0,1,0.0,0.7
rajdeep,first,M,Sikh,ALL,436.0,1,0.0,0.7
rajiadar,first,M,Sikh,ALL,85709.0,1,0.0,0.7
ravneet,first,M,Sikh,ALL,105.0,1,0.0,0.7
ranajeeth,first,M,Sikh,ALL,318971.0,1,0.0,0.7
ravinder,first,M,Sikh,ALL,9201.0,1,0.0,0.7
rajinder,first,M,Sikh,ALL,6678.0,1,0.0,0.7
arshdeep,first,M,Sikh,ALL,116.0,1,0.0,0.7
tejinder,first,M,Sikh,ALL,869.0,1,0.0,0.7
charanjit,first,M,Sikh,ALL,1221.0,1,0.0,0.7
rajvir,first,M,Sikh,ALL,547.0,1,0.0,0.7
jagjit,first,M,Sikh,ALL,1149.0,1,0.0,0.7
parminder,first,M,Sikh,ALL,314.0,1,0.0,0.7
rajpal,first,M,Sikh,ALL,3558.0,1,0.0,0.7
amarjit,first,M,Sikh,ALL,1950.0,1,0.0,0.7
gagandeep,first,M,Sikh,ALL,1866.0,1,0.0,0.7
navneet,first,M,Sikh,ALL,1874.0,1,0.0,0.7
balaveer,first,M,Sikh,ALL,176032.0,1,0.0,0.7
manveer,first,M,Sikh,ALL,136.0,1,0.0,0.7
satinder,first,M,Sikh,ALL,1855.0,1,0.0,0.7
sukhdev,first,M,Sikh,ALL,2476.0,1,0.0,0.7
jasveer,first,M,Sikh,ALL,918.0,1,0.0,0.7
satnam,first,M,Sikh,ALL,389.0,1,0.0,0.7
jaswant,first,M,Sikh,ALL,5614.0,1,0.0,0.7
jaskaran,first,M,Sikh,ALL,332.0,1,0.0,0.7
sukhadev,first,M,Sikh,ALL,190471.0,1,0.0,0.7
lakhaviadar,first,M,Sikh,ALL,75441.0,1,0.0,0.7
guradeep,first,M,Sikh,ALL,109561.0,1,0.0,0.7
kuladeep,first,M,Sikh,ALL,487162.0,1,0.0,0.7
balwinder,first,M,Sikh,ALL,853.0,1,0.0,0.7
sukhbir,first,M,Sikh,ALL,748.0,1,0.0,0.7
harmeet,first,M,Sikh,ALL,617.0,1,0.0,0.7
singh,first,M,Sikh,ALL,6543.0,0,0.9999988829582817,0.29999966488748453
sing,first,M,Sikh,ALL,269.0,0,0.9998288723195872,0.2999486616958762
moosa,first,M,Sikh,ALL,7909.0,0,0.9369700029948508,0.2810910008984553
uddin,last,,Muslim,North,42250.0,1,0.9999940863791156,0.9999982259137347
saifi,last,,Muslim,North,27434.0,1,0.999886576874216,0.9999659730622648
siddiqui,last,,Muslim,North,43878.0,1,0.9997643462660684,0.9999293038798205
ansari,last,,Muslim,North,169602.0,1,0.998300464187554,0.9994901392562663
begam,last,,Muslim,North,1057829.0,1,0.99720245267193,0.999160735801579
ahmad,last,,Muslim,North,1939662.0,1,0.996208946383144,0.9988626839149433
yusuf,last,,Muslim,North,93734.0,1,0.995511430745674,0.9986534292237021
iqbal,last,,Muslim,North,101092.0,1,0.9916249880310593,0.9974874964093178
kazi,last,,Muslim,North,71.0,1,0.9896806432259672,0.9969041929677902
islam,last,,Muslim,North,98404.0,1,0.9881273684712092,0.9964382105413627
molla,last,,Muslim,North,276.0,1,0.987699479307486,0.9963098437922457
fakir,last,,Muslim,North,35791.0,1,0.986408490041214,0.9959225470123643
jafri,last,,Muslim,North,71.0,1,0.984922324698012,0.9954766974094036
mirza,last,,Muslim,North,12348.0,1,0.9838667967963968,0.995160039038919
habib,last,,Muslim,North,57263.0,1,0.979384358799994,0.9938153076399983
basheer,last,,Muslim,North,2264.0,1,0.9678171505030764,0.9903451451509229
noor,last,,Muslim,North,80970.0,1,0.9629335156090284,0.9888800546827086
rehman,last,,Muslim,North,7480.0,1,0.9606403257023144,0.9881920977106944
qureshi,last,,Muslim,North,4026.0,1,0.9580847430362828,0.9874254229108848
khatoon,last,,Muslim,North,9975.0,1,0.9530482226021916,0.9859144667806574
zaidi,last,,Muslim,North,1434.0,1,0.9496327799824464,0.984889833994734
farooqui,last,,Muslim,North,356.0,1,0.9407867713133888,0.9822360313940166
abbasi,last,,Muslim,North,5720.0,1,0.9352917485904562,0.9805875245771368
begum,last,,Muslim,North,16103.0,1,0.932043379136302,0.9796130137408906
khan,last,,Muslim,North,2926077.0,1,0.9295131840395018,0.9788539552118505
uddin,last,,Muslim,East,276250.0,1,0.9999940863791156,0.9999982259137347
saifi,last,,Muslim,East,1471.0,1,0.999886576874216,0.9999659730622648
siddiqui,last,,Muslim,East,8593.0,1,0.9997643462660684,0.9999293038798205
ansari,last,,Muslim,East,1202078.0,1,0.998300464187554,0.9994901392562663
begam,last,,Muslim,East,1272125.0,1,0.99720245267193,0.999160735801579
ahmad,last,,Muslim,East,267994.0,1,0.996208946383144,0.9988626839149433
yusuf,last,,Muslim,East,18817.0,1,0.995511430745674,0.9986534292237021
iqbal,last,,Muslim,East,19698.0,1,0.9916249880310593,0.9974874964093178
kazi,last,,Muslim,East,39507.0,1,0.9896806432259672,0.9969041929677902
islam,last,,Muslim,East,345466.0,1,0.9881273684712092,0.9964382105413627
molla,last,,Muslim,East,445484.0,1,0.987699479307486,0.9963098437922457
fakir,last,,Muslim,East,23263.0,1,0.986408490041214,0.9959225470123643
jafri,last,,Muslim,East,18.0,1,0.984922324698012,0.9954766974094036
mirza,last,,Muslim,East,5027.0,1,0.9838667967963968,0.995160039038919
habib,last,,Muslim,East,17449.0,1,0.979384358799994,0.9938153076399983
basheer,last,,Muslim,East,13.0,1,0.9678171505030764,0.9903451451509229
noor,last,,Muslim,East,10014.0,1,0.9629335156090284,0.9888800546827086
rehman,last,,Muslim,East,597.0,1,0.9606403257023144,0.9881920977106944
qureshi,last,,Muslim,East,3038.0,1,0.9580847430362828,0.9874254229108848
khatoon,last,,Muslim,East,7032.0,1,0.9530482226021916,0.9859144667806574
zaidi,last,,Muslim,East,52.0,1,0.9496327799824464,0.984889833994734
farooqui,last,,Muslim,East,3.0,1,0.9407867713133888,0.9822360313940166
abbasi,last,,Muslim,East,549.0,1,0.9352917485904562,0.9805875245771368
begum,last,,Muslim,East,28499.0,1,0.932043379136302,0.9796130137408906
khan,last,,Muslim,East,630653.0,1,0.9295131840395018,0.9788539552118505
uddin,last,,Muslim,South,12760.0,1,0.9999940863791156,0.9999982259137347
saifi,last,,Muslim,South,17.0,1,0.999886576874216,0.9999659730622648
siddiqui,last,,Muslim,South,68.0,1,0.9997643462660684,0.9999293038798205
ansari,last,,Muslim,South,14355.0,1,0.998300464187554,0.9994901392562663
begam,last,,Muslim,South,311629.0,1,0.99720245267193,0.999160735801579
ahmad,last,,Muslim,South,41363.0,1,0.996208946383144,0.9988626839149433
yusuf,last,,Muslim,South,18177.0,1,0.995511430745674,0.9986534292237021
iqbal,last,,Muslim,South,13779.0,1,0.9916249880310593,0.9974874964093178
kazi,last,,Muslim,South,44.0,1,0.9896806432259672,0.9969041929677902
islam,last,,Muslim,South,821.0,1,0.9881273684712092,0.9964382105413627
